LayerType,LayerName,GFLOPs,GIOPs,MParams,LayerParams,InputBlobs,OutputBlobs
Convolution,model.18.m.0.cv1.conv,0.117965,0.000000,0.036864,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x40x40) f32(64x64x3x3),f32(1x64x40x40)
BatchNorm,model.18.m.0.cv1.bn,0.000819,0.000000,0.000128,[],f32(1x64x40x40),f32(1x64x40x40)
Swish,model.0.act_38,0.000000,0.000000,0.000000,[],f32(1x64x40x40),f32(1x64x40x40)
Convolution,model.18.m.0.cv2.conv,0.117965,0.000000,0.036864,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x40x40) f32(64x64x3x3),f32(1x64x40x40)
BatchNorm,model.18.m.0.cv2.bn,0.000819,0.000000,0.000128,[],f32(1x64x40x40),f32(1x64x40x40)
Swish,model.0.act_39,0.000000,0.000000,0.000000,[],f32(1x64x40x40),f32(1x64x40x40)
Convolution,model.18.cv2.conv,0.078643,0.000000,0.024576,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x192x40x40) f32(128x192x1x1),f32(1x128x40x40)
BatchNorm,model.18.cv2.bn,0.001638,0.000000,0.000256,[],f32(1x128x40x40),f32(1x128x40x40)
Swish,model.0.act_40,0.000000,0.000000,0.000000,[],f32(1x128x40x40),f32(1x128x40x40)
Convolution,model.19.conv,0.117965,0.000000,0.147456,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (2xs2)],f32(1x128x40x40) f32(128x128x3x3),f32(1x128x20x20)
BatchNorm,model.19.bn,0.000410,0.000000,0.000256,[],f32(1x128x20x20),f32(1x128x20x20)
Swish,model.0.act_41,0.000000,0.000000,0.000000,[],f32(1x128x20x20),f32(1x128x20x20)
Concat,model.20,0.000000,0.000000,0.000000,[],,f32(1x384x20x20)
Convolution,model.21.cv1.conv,0.078643,0.000000,0.098304,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x384x20x20) f32(256x384x1x1),f32(1x256x20x20)
BatchNorm,model.21.cv1.bn,0.000819,0.000000,0.000512,[],f32(1x256x20x20),f32(1x256x20x20)
Swish,model.0.act_42,0.000000,0.000000,0.000000,[],f32(1x256x20x20),f32(1x256x20x20)
Convolution,model.21.m.0.cv1.conv,0.117965,0.000000,0.147456,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x128x20x20) f32(128x128x3x3),f32(1x128x20x20)
BatchNorm,model.21.m.0.cv1.bn,0.000410,0.000000,0.000256,[],f32(1x128x20x20),f32(1x128x20x20)
Swish,model.0.act_43,0.000000,0.000000,0.000000,[],f32(1x128x20x20),f32(1x128x20x20)
Convolution,model.21.m.0.cv2.conv,0.117965,0.000000,0.147456,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x128x20x20) f32(128x128x3x3),f32(1x128x20x20)
BatchNorm,model.21.m.0.cv2.bn,0.000410,0.000000,0.000256,[],f32(1x128x20x20),f32(1x128x20x20)
Swish,model.0.act_44,0.000000,0.000000,0.000000,[],f32(1x128x20x20),f32(1x128x20x20)
Convolution,model.21.cv2.conv,0.078643,0.000000,0.098304,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x384x20x20) f32(256x384x1x1),f32(1x256x20x20)
BatchNorm,model.21.cv2.bn,0.000819,0.000000,0.000512,[],f32(1x256x20x20),f32(1x256x20x20)
Swish,model.0.act_45,0.000000,0.000000,0.000000,[],f32(1x256x20x20),f32(1x256x20x20)
Convolution,model.22.cv2.0.0.conv,0.471859,0.000000,0.036864,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x80x80) f32(64x64x3x3),f32(1x64x80x80)
BatchNorm,model.22.cv2.0.0.bn,0.003277,0.000000,0.000128,[],f32(1x64x80x80),f32(1x64x80x80)
Swish,model.0.act_46,0.000000,0.000000,0.000000,[],f32(1x64x80x80),f32(1x64x80x80)
Convolution,model.22.cv2.0.1.conv,0.471859,0.000000,0.036864,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x80x80) f32(64x64x3x3),f32(1x64x80x80)
BatchNorm,model.22.cv2.0.1.bn,0.003277,0.000000,0.000128,[],f32(1x64x80x80),f32(1x64x80x80)
Swish,model.0.act_47,0.000000,0.000000,0.000000,[],f32(1x64x80x80),f32(1x64x80x80)
Convolution,model.22.cv2.0.2,0.052838,0.000000,0.004160,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x64x80x80) f32(64x64x1x1),f32(1x64x80x80)
Convolution,model.22.cv2.1.0.conv,0.235930,0.000000,0.073728,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x128x40x40) f32(64x128x3x3),f32(1x64x40x40)
BatchNorm,model.22.cv2.1.0.bn,0.000819,0.000000,0.000128,[],f32(1x64x40x40),f32(1x64x40x40)
Swish,model.0.act_48,0.000000,0.000000,0.000000,[],f32(1x64x40x40),f32(1x64x40x40)
Convolution,model.22.cv2.1.1.conv,0.117965,0.000000,0.036864,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x40x40) f32(64x64x3x3),f32(1x64x40x40)
BatchNorm,model.22.cv2.1.1.bn,0.000819,0.000000,0.000128,[],f32(1x64x40x40),f32(1x64x40x40)
Swish,model.0.act_49,0.000000,0.000000,0.000000,[],f32(1x64x40x40),f32(1x64x40x40)
Convolution,model.22.cv2.1.2,0.013210,0.000000,0.004160,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x64x40x40) f32(64x64x1x1),f32(1x64x40x40)
Convolution,model.22.cv2.2.0.conv,0.117965,0.000000,0.147456,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x256x20x20) f32(64x256x3x3),f32(1x64x20x20)
BatchNorm,model.22.cv2.2.0.bn,0.000205,0.000000,0.000128,[],f32(1x64x20x20),f32(1x64x20x20)
Swish,model.0.act_50,0.000000,0.000000,0.000000,[],f32(1x64x20x20),f32(1x64x20x20)
Convolution,model.22.cv2.2.1.conv,0.029491,0.000000,0.036864,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x20x20) f32(64x64x3x3),f32(1x64x20x20)
BatchNorm,model.22.cv2.2.1.bn,0.000205,0.000000,0.000128,[],f32(1x64x20x20),f32(1x64x20x20)
Swish,model.0.act_51,0.000000,0.000000,0.000000,[],f32(1x64x20x20),f32(1x64x20x20)
Convolution,model.22.cv2.2.2,0.003302,0.000000,0.004160,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x64x20x20) f32(64x64x1x1),f32(1x64x20x20)
Convolution,model.22.cv3.0.0.conv,0.589824,0.000000,0.046080,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x80x80) f32(80x64x3x3),f32(1x80x80x80)
BatchNorm,model.22.cv3.0.0.bn,0.004096,0.000000,0.000160,[],f32(1x80x80x80),f32(1x80x80x80)
Swish,model.0.act_52,0.000000,0.000000,0.000000,[],f32(1x80x80x80),f32(1x80x80x80)
Convolution,model.22.cv3.0.1.conv,0.737280,0.000000,0.057600,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x80x80x80) f32(80x80x3x3),f32(1x80x80x80)
BatchNorm,model.22.cv3.0.1.bn,0.004096,0.000000,0.000160,[],f32(1x80x80x80),f32(1x80x80x80)
Swish,model.0.act_53,0.000000,0.000000,0.000000,[],f32(1x80x80x80),f32(1x80x80x80)
Convolution,model.22.cv3.0.2,0.082432,0.000000,0.006480,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x80x80x80) f32(80x80x1x1),f32(1x80x80x80)
Convolution,model.22.cv3.1.0.conv,0.294912,0.000000,0.092160,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x128x40x40) f32(80x128x3x3),f32(1x80x40x40)
BatchNorm,model.22.cv3.1.0.bn,0.001024,0.000000,0.000160,[],f32(1x80x40x40),f32(1x80x40x40)
Swish,model.0.act_54,0.000000,0.000000,0.000000,[],f32(1x80x40x40),f32(1x80x40x40)
Convolution,model.22.cv3.1.1.conv,0.184320,0.000000,0.057600,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x80x40x40) f32(80x80x3x3),f32(1x80x40x40)
BatchNorm,model.22.cv3.1.1.bn,0.001024,0.000000,0.000160,[],f32(1x80x40x40),f32(1x80x40x40)
Swish,model.0.act_55,0.000000,0.000000,0.000000,[],f32(1x80x40x40),f32(1x80x40x40)
